49 7776 31843
0 0     -3.326500e+02 2.620900e+02
41 7632     2.219900e+02 1.246997e+01
46 7632     1.606800e+02 1.403998e+01
48 7632     1.315900e+02 1.497998e+01
41 7633     3.301800e+02 -2.133002e+01
48 7633     2.656400e+02 -2.156000e+01
41 7634     -2.781000e+01 -2.309003e+01
48 7634     -1.482800e+02 -2.340002e+01
41 7635     1.165700e+02 -7.279999e+01
46 7635     4.359000e+01 -7.546997e+01
48 7635     7.600006e+00 -7.646997e+01
41 7636     1.419400e+02 -8.989001e+01
48 7636     4.341000e+01 -9.502002e+01
41 7637     -2.372300e+02 -1.028700e+02
48 7637     -3.931900e+02 -1.084400e+02
41 7638     -2.372300e+02 -1.028700e+02
48 7638     -3.931900e+02 -1.084400e+02
41 7639     3.068500e+02 4.911000e+02
48 7639     2.151000e+02 5.390300e+02
41 7640     -2.216500e+02 7.184998e+01
46 7640     -3.360200e+02 7.721997e+01
48 7640     -3.908900e+02 7.983002e+01
41 7641     3.053800e+02 -3.334003e+01
46 7641     2.573700e+02 -3.420001e+01
41 7642     3.393300e+02 4.973300e+02
46 7642     2.724700e+02 5.275100e+02
48 7642     2.450600e+02 5.491300e+02
41 7643     1.438700e+02 3.559998e+01
46 7643     1.020200e+02 3.700000e+01
41 7644     -9.420999e+01 4.719971e+00
46 7644     -2.375400e+02 7.270020e+00
41 7645     1.540100e+02 -9.088000e+01
46 7645     9.006000e+01 -9.439001e+01
41 7646     -1.148001e+01 7.157001e+01
48 7646     -1.404900e+02 7.850000e+01
41 7647     3.614100e+02 3.916500e+02
46 7647     2.986000e+02 4.146100e+02
41 7648     -2.276999e+01 -8.590027e+00
46 7648     -1.168800e+02 -8.900024e+00
48 7648     -1.577600e+02 -8.609985e+00
43 7649     3.295900e+02 4.492999e+01
45 7649     3.051300e+02 3.690002e+01
43 7650     -2.049400e+02 2.831000e+01
45 7650     -1.563300e+02 2.178003e+01
43 7651     -1.899300e+02 2.547998e+01
45 7651     -1.465000e+02 2.003998e+01
43 7652     3.702000e+02 4.388000e+01
45 7652     3.393900e+02 3.621002e+01
43 7653     -1.706900e+02 1.259003e+01
45 7653     -1.313200e+02 9.750000e+00
44 7654     -9.857001e+01 5.958002e+01
46 7654     -2.568300e+02 6.689001e+01
44 7655     2.414999e+01 4.450000e+01
46 7655     -1.103900e+02 4.877002e+01
48 7655     -1.549000e+02 5.082001e+01
44 7656     -2.226300e+02 3.825000e+01
46 7656     -4.070400e+02 4.377002e+01
44 7657     -1.610900e+02 3.692999e+01
46 7657     -3.333000e+02 4.288000e+01
44 7658     -4.707999e+01 3.267999e+01
46 7658     -1.953200e+02 3.610999e+01
48 7658     -2.436200e+02 3.757001e+01
44 7659     1.265500e+02 3.219971e+00
46 7659     6.070007e+00 4.729980e+00
44 7660     1.965700e+02 -1.044000e+01
46 7660     9.185001e+01 -1.098999e+01
44 7661     2.195400e+02 -2.909998e+01
48 7661     9.928003e+01 -3.184998e+01
44 7662     2.195400e+02 -2.909998e+01
46 7662     1.276300e+02 -3.079999e+01
48 7662     9.928003e+01 -3.184998e+01
44 7663     5.195999e+01 -6.184998e+01
46 7663     -6.406000e+01 -6.547998e+01
44 7664     3.344100e+02 -2.465300e+02
46 7664     1.369700e+02 -2.865300e+02
44 7665     3.511600e+02 -6.177002e+01
46 7665     2.801300e+02 -6.596002e+01
47 7665     -2.428300e+02 -5.591998e+01
48 7665     2.790400e+02 -6.732001e+01
44 7666     3.294800e+02 -2.038000e+01
47 7666     -2.621400e+02 -1.903003e+01
44 7667     -6.876001e+01 -5.573999e+01
48 7667     -2.508600e+02 -6.010999e+01
44 7668     2.926001e+01 1.313000e+01
46 7668     -1.052500e+02 1.521997e+01
46 7669     -2.434000e+02 5.763800e+02
48 7669     -3.087500e+02 5.905200e+02
46 7670     2.439900e+02 5.505300e+02
48 7670     2.155900e+02 5.726500e+02
46 7671     2.499000e+02 5.489600e+02
48 7671     2.213000e+02 5.712000e+02
46 7672     3.568500e+02 5.345000e+02
48 7672     3.309600e+02 5.563900e+02
46 7673     2.531400e+02 5.309400e+02
48 7673     2.258100e+02 5.513000e+02
46 7674     3.775300e+02 5.226800e+02
48 7674     3.516100e+02 5.454200e+02
46 7675     -3.464600e+02 8.092999e+01
48 7675     -4.027900e+02 8.301001e+01
46 7676     -3.400500e+02 7.975000e+01
48 7676     -3.952400e+02 8.237000e+01
46 7677     -3.307100e+02 7.619000e+01
48 7677     -3.857900e+02 7.857001e+01
46 7678     -3.179300e+02 7.227002e+01
48 7678     -3.719900e+02 7.457001e+01
46 7679     -3.074000e+02 6.751001e+01
48 7679     -3.610900e+02 6.965997e+01
46 7680     -3.322800e+02 5.392999e+01
48 7680     -3.869000e+02 5.569000e+01
46 7681     -3.126000e+02 4.094000e+01
48 7681     -3.657800e+02 4.272998e+01
46 7682     -3.126000e+02 4.094000e+01
48 7682     -3.657800e+02 4.272998e+01
46 7683     -1.495000e+02 3.754999e+01
48 7683     -1.960000e+02 3.978003e+01
46 7684     1.245800e+02 2.904999e+01
48 7684     9.376999e+01 3.002002e+01
46 7685     1.318400e+02 1.700000e+01
47 7685     -3.830500e+02 2.246997e+01
46 7686     1.318400e+02 1.700000e+01
47 7686     -3.830500e+02 2.246997e+01
46 7687     1.460100e+02 1.660999e+01
47 7687     -3.652100e+02 2.109003e+01
46 7688     1.783000e+02 1.584998e+01
47 7688     -3.281300e+02 1.865997e+01
48 7688     1.502200e+02 1.657001e+01
46 7689     1.300500e+02 1.448999e+01
47 7689     -3.860200e+02 2.023999e+01
48 7689     9.909998e+01 1.550000e+01
46 7690     1.368900e+02 7.309998e+00
48 7690     1.065600e+02 7.409973e+00
46 7691     1.437900e+02 4.880005e+00
47 7691     -3.680900e+02 8.340027e+00
48 7691     7.163000e+01 6.380005e+00
46 7692     1.699900e+02 4.260010e+00
48 7692     1.416100e+02 5.049988e+00
46 7693     1.387600e+02 -7.030029e+00
48 7693     1.084800e+02 -6.820007e+00
46 7694     -3.039999e+01 -1.134003e+01
48 7694     -7.142001e+01 -1.115002e+01
46 7695     -6.388000e+01 -5.933002e+01
48 7695     -1.009700e+02 -6.090002e+01
46 7696     1.011200e+02 -6.885999e+01
48 7696     7.132001e+01 -7.039001e+01
46 7697     -1.488300e+02 -7.508002e+01
48 7697     -1.921400e+02 -7.583002e+01
46 7698     1.065100e+02 -8.753003e+01
48 7698     7.667999e+01 -8.972998e+01
46 7699     1.017700e+02 -9.602002e+01
48 7699     7.185001e+01 -9.765997e+01
46 7700     5.607001e+01 -1.022300e+02
48 7700     2.157999e+01 -1.046000e+02
46 7701     -1.679900e+02 -1.895600e+02
48 7701     -3.083100e+02 -2.009100e+02
46 7702     3.017300e+02 -2.814400e+02
48 7702     2.834800e+02 -2.854300e+02
46 7703     3.746600e+02 5.456500e+02
48 7703     3.489800e+02 5.681200e+02
46 7704     2.437300e+02 5.445500e+02
48 7704     2.157000e+02 5.663900e+02
46 7705     3.689800e+02 5.334000e+02
48 7705     3.423200e+02 5.552900e+02
46 7706     3.498100e+02 5.322000e+02
48 7706     3.242100e+02 5.541900e+02
46 7707     2.420500e+02 4.170300e+02
48 7707     2.160500e+02 4.323900e+02
46 7708     -2.145300e+02 2.264300e+02
48 7708     -2.857300e+02 2.353300e+02
46 7709     -2.060600e+02 4.198999e+01
48 7709     -2.549100e+02 4.340997e+01
46 7710     2.443100e+02 3.048999e+01
48 7710     2.201900e+02 3.152002e+01
46 7711     -1.459400e+02 -7.241998e+01
48 7711     -1.882100e+02 -7.307001e+01
46 7712     8.325000e+01 -8.833002e+01
48 7712     5.141000e+01 -9.037000e+01
46 7713     8.325000e+01 -8.833002e+01
48 7713     5.141000e+01 -9.037000e+01
46 7714     8.325000e+01 -8.833002e+01
48 7714     5.141000e+01 -9.037000e+01
46 7715     5.679001e+01 -9.239001e+01
48 7715     2.295001e+01 -9.415002e+01
46 7716     4.926999e+01 -9.328998e+01
48 7716     1.500000e+01 -9.525000e+01
46 7717     -5.016000e+01 -1.142400e+02
48 7717     -1.627200e+02 -1.194900e+02
46 7718     2.379800e+02 -1.965000e+02
48 7718     1.433700e+02 -2.082800e+02
46 7719     3.269300e+02 -2.478700e+02
48 7719     2.307800e+02 -2.667500e+02
46 7720     3.612700e+02 5.437700e+02
48 7720     3.361200e+02 5.659300e+02
46 7721     3.607900e+02 5.379900e+02
48 7721     3.341700e+02 5.606100e+02
46 7722     3.357200e+02 2.029999e+01
48 7722     3.070200e+02 2.146002e+01
46 7723     3.444300e+02 8.090027e+00
48 7723     3.271300e+02 8.229980e+00
46 7724     2.805800e+02 -3.577002e+01
47 7724     -2.423300e+02 -3.034003e+01
46 7725     -1.769900e+02 -5.913000e+01
48 7725     -2.202200e+02 -5.976001e+01
46 7726     -3.505200e+02 -8.132001e+01
48 7726     -4.031100e+02 -8.184003e+01
46 7727     1.393500e+02 -8.707001e+01
48 7727     1.117600e+02 -8.896997e+01
46 7728     -1.262000e+02 -8.798999e+01
48 7728     -1.626300e+02 -8.944000e+01
46 7729     -1.262000e+02 -8.798999e+01
48 7729     -1.626300e+02 -8.944000e+01
46 7730     -6.512000e+01 -1.199300e+02
48 7730     -1.872900e+02 -1.259000e+02
46 7731     -9.791000e+01 -1.311400e+02
48 7731     -2.363900e+02 -1.380100e+02
46 7732     2.804200e+02 -2.443100e+02
48 7732     1.857200e+02 -2.610900e+02
46 7733     2.804200e+02 -2.443100e+02
48 7733     1.857200e+02 -2.610900e+02
46 7734     2.715100e+02 -2.479900e+02
48 7734     1.775800e+02 -2.650000e+02
46 7735     2.715100e+02 -2.479900e+02
48 7735     1.775800e+02 -2.650000e+02
46 7736     3.660400e+02 5.363900e+02
48 7736     3.392200e+02 5.579700e+02
46 7737     -2.723800e+02 8.298999e+01
48 7737     -3.242900e+02 8.575000e+01
46 7738     -1.993200e+02 4.778003e+01
48 7738     -2.479800e+02 4.970001e+01
46 7739     3.327400e+02 -1.406000e+01
48 7739     3.033200e+02 -1.387000e+01
46 7740     3.514900e+02 -2.690002e+00
48 7740     3.347700e+02 -2.580017e+00
46 7741     3.514900e+02 -2.690002e+00
48 7741     3.347700e+02 -2.580017e+00
46 7742     3.381700e+02 -9.270020e+00
48 7742     3.092700e+02 -9.270020e+00
46 7743     -1.527000e+02 -2.228003e+01
48 7743     -1.943200e+02 -2.287000e+01
46 7744     3.464500e+02 -6.820001e+01
48 7744     3.299100e+02 -7.017999e+01
46 7745     -1.505900e+02 -6.928998e+01
48 7745     -1.936700e+02 -7.044000e+01
46 7746     5.423999e+01 -7.801001e+01
48 7746     2.129999e+01 -7.965997e+01
46 7747     -8.954999e+01 -1.262700e+02
48 7747     -2.257500e+02 -1.333000e+02
46 7748     2.622500e+02 -4.171002e+01
48 7748     2.410900e+02 -4.229999e+01
46 7749     2.939300e+02 -5.184003e+01
48 7749     2.751400e+02 -5.267999e+01
46 7750     2.940100e+02 -6.322998e+01
48 7750     2.749700e+02 -6.540997e+01
46 7751     3.494600e+02 5.480400e+02
48 7751     3.253500e+02 5.704800e+02
46 7752     -1.196100e+02 8.065997e+01
48 7752     -1.613000e+02 8.258002e+01
46 7753     3.642700e+02 2.587000e+01
48 7753     3.483500e+02 2.713000e+01
46 7754     1.479700e+02 -5.945001e+01
47 7754     -3.637400e+02 -6.419000e+01
46 7755     3.454999e+01 -1.005300e+02
48 7755     -1.950012e+00 -1.028700e+02
46 7756     2.664000e+02 4.730200e+02
48 7756     2.397700e+02 4.918500e+02
46 7757     2.664000e+02 4.730200e+02
48 7757     2.397700e+02 4.918500e+02
46 7758     -2.853000e+01 -6.083002e+01
48 7758     -6.263000e+01 -6.164001e+01
46 7759     -2.853000e+01 -6.083002e+01
48 7759     -6.263000e+01 -6.164001e+01
46 7760     3.451000e+02 -1.768100e+02
48 7760     2.528600e+02 -1.893700e+02
46 7761     3.428700e+02 5.262500e+02
48 7761     3.146500e+02 5.477200e+02
46 7762     2.546700e+02 4.239000e+02
48 7762     2.286200e+02 4.399800e+02
46 7763     3.314400e+02 4.193300e+02
48 7763     3.037700e+02 4.385500e+02
46 7764     -1.069900e+02 1.050600e+02
48 7764     -1.493700e+02 1.063800e+02
46 7765     -1.989200e+02 2.027002e+01
48 7765     -2.717400e+02 2.354999e+01
46 7766     1.250100e+02 -3.758002e+01
48 7766     9.550000e+01 -3.829999e+01
46 7767     3.000000e+00 -9.028003e+01
48 7767     -3.414999e+01 -9.256000e+01
46 7768     3.034000e+02 -2.393500e+02
48 7768     2.108800e+02 -2.572700e+02
46 7769     2.785100e+02 3.886900e+02
48 7769     2.492500e+02 4.057200e+02
47 7770     -3.649200e+02 2.528998e+01
48 7770     1.161100e+02 2.110999e+01
47 7771     -3.419900e+02 2.215997e+01
48 7771     1.365400e+02 1.921997e+01
47 7772     -1.781200e+02 -1.404999e+01
48 7772     3.699500e+02 -1.921997e+01
47 7773     -1.741800e+02 -1.404999e+01
48 7773     3.768200e+02 -1.923999e+01
47 7774     -3.790700e+02 4.383002e+01
48 7774     1.112200e+02 3.646997e+01
47 7775     -2.816400e+02 2.415002e+01
48 7775     2.022000e+02 2.634998e+01
1.5741515942940262e-02
-1.2790936163850642e-02
-4.4008498081980789e-03
-3.4093839577186584e-02
-1.0751387104921525e-01
1.1202240291236032e+00
3.9975152639358436e+02
-3.1770643852803579e-07
5.8820490534594022e-13
1.5977324120205329e-02
-2.5224464582856460e-02
-9.4001416479302293e-03
-8.5667661408224093e-03
-1.2188049069425422e-01
7.1901330750094605e-01
4.0201753385955931e+02
-3.7804765613385677e-07
9.3074311683844792e-13
1.4335056192616163e-02
-2.8131541363903213e-03
-6.4099342859026704e-03
-3.6517735257272643e-02
-9.8321888646473718e-02
1.3142176366009473e+00
3.9945202818207258e+02
-3.1711789929503161e-07
5.4980913300085354e-13
1.4846251175275622e-02
-2.1062899405576294e-02
-1.1669480098224182e-03
-2.4950970734443037e-02
-1.1398470545726247e-01
9.2166020737027976e-01
4.0040175368358570e+02
-3.2952646187978145e-07
6.7328850688793477e-13
1.4382767316073570e-02
1.4437155603879753e-03
-6.3330927261956594e-03
-4.6798213049368695e-02
-9.0595425912546823e-02
1.5018614537656685e+00
3.9933701786990997e+02
-3.2058868686051288e-07
5.3773781079282052e-13
1.2546935257779815e-02
-2.0898131944401818e-02
-6.3757499767229959e-03
1.1685775354751097e-02
-1.2683621655832450e-01
5.1416366500479471e-01
4.0253499182133260e+02
-3.8581094810939964e-07
1.0498504345556275e-12
1.3595960826906254e-02
4.5685766481387072e-03
-6.1367997154644907e-03
-5.6648223764757935e-02
-8.3144696287909825e-02
1.6829877059527225e+00
3.9894934289218457e+02
-3.0134311309248137e-07
4.3330072782221620e-13
1.5238980056195197e-02
-1.7969608582128847e-02
-1.1783402347167203e-02
2.9573357976242810e-02
-1.3665800476565831e-01
3.0559022996871843e-01
4.0279146963221916e+02
-3.7985271771959495e-07
1.0566028783032002e-12
1.6010667387393207e-02
6.9924665405430670e-03
-4.6631188231109977e-03
-6.7437900408677712e-02
-8.0793120780708300e-02
1.8593089747465263e+00
3.9832357102508524e+02
-2.6680574966849537e-07
2.9493189811408063e-13
1.7358535006558755e-02
9.6875578269497477e-03
-2.2710629715283633e-03
-7.6555977383729185e-02
-7.6800328474324830e-02
2.0324911381645463e+00
3.9765753358862190e+02
-2.4811779679657268e-07
2.2220682777523466e-13
1.4691502121500616e-02
-1.2039615299836107e-02
-7.3166100775281552e-03
6.4308560880058332e-02
-1.5415278077674194e-01
-1.2367195060134657e-01
4.0358609289822408e+02
-3.2123062813860659e-07
4.1407968409952049e-13
1.6062364401003542e-02
-1.5909289350073113e-02
-1.0059556369362444e-02
4.6156658319405797e-02
-1.4471601463624151e-01
9.1494999454559314e-02
4.0303786376613073e+02
-3.3750357165055035e-07
7.7588335888663279e-13
1.5092876555086596e-02
1.1340330518911089e-02
-3.2336451664110141e-03
-9.9991627120935581e-02
-5.8731065827134818e-02
2.3479213983787011e+00
3.9689589572945147e+02
-1.9370092593701293e-07
9.9352623792491725e-14
1.6079579868618087e-02
-1.0521079123784928e-02
-1.0287114434087859e-02
8.1074657501213759e-02
-1.5920558464646650e-01
-3.4194402032716503e-01
4.0460249762737146e+02
-3.6613855136365057e-07
5.6992942992675492e-13
1.5151398486669522e-02
9.9452117185105625e-03
-2.9421589294577857e-03
-8.9970275659641885e-02
-6.5622594548118751e-02
2.1948735411571327e+00
3.9727542715261546e+02
-2.1833625517122120e-07
1.3981955076201706e-13
1.3894497570699898e-02
1.2691767194121186e-02
-3.2126402230757997e-03
-1.0915273042795717e-01
-5.1117039637334841e-02
2.4938657591367859e+00
3.9589506545151562e+02
-1.5456155783804605e-07
4.7248796862320765e-14
1.5621384754156272e-02
-5.9636871756285289e-04
-9.1906701974907509e-03
1.1275917879132699e-01
-1.7648931660236694e-01
-7.7882938250276579e-01
4.0682971524128919e+02
-4.8521435742260741e-07
1.1260083584437612e-12
1.5461859885953300e-02
1.9166531917470031e-02
-3.0438383988825083e-03
-1.1686381846106127e-01
-4.2106334870878559e-02
2.7963898238329845e+00
3.9538824687009202e+02
-1.8050363110151001e-07
1.0147277874850841e-13
1.5348156433894687e-02
-1.2199719065009536e+00
1.8320382902155770e-02
-2.0866394688345244e+00
-8.9356631676195966e-02
6.3251317962484954e-01
4.0697517826522687e+02
4.1435391602107391e-08
-1.0118705497660800e-13
1.6457446413449140e-02
-1.2196338643626532e+00
2.0681844836659365e-02
-1.9267715858067445e+00
-9.8074096162780844e-02
5.9049876822576375e-01
4.0751675372231108e+02
3.9637708221261351e-08
-1.0683288351803174e-13
1.5522030579552983e-02
1.5872273690148830e-02
-2.5161530231632098e-03
-1.1388241111061977e-01
-4.8861746158184519e-02
2.6455130731603589e+00
3.9586596285029299e+02
-1.7226784150496200e-07
1.1347031980006722e-13
1.7536390491413565e-02
-1.2215344617837769e+00
1.3200542821553951e-02
-1.5869427068914277e+00
-1.0605914765112542e-01
4.9642683994949643e-01
4.0798331929610697e+02
6.8721213841925989e-08
-2.2270750169823584e-13
1.5960466234699457e-02
-5.6120810732679105e-03
-1.0291911670250758e-02
9.7996144692822001e-02
-1.6799414955955880e-01
-5.6132768385141285e-01
4.0557115735279831e+02
-4.2054790962646554e-07
7.9716512825316962e-13
1.9174171254336209e-02
-1.2212161175781411e+00
1.5520479576605946e-02
-1.7598319691037241e+00
-1.0492908710502355e-01
5.4338017429286156e-01
4.0766743469369408e+02
4.3348674952788004e-08
-1.4402943924315066e-13
1.4659860868015007e-02
-1.2195473026822783e+00
1.9122382728859043e-02
-2.2365993133184334e+00
-8.2510188275461110e-02
6.7471437577500060e-01
4.0680183694484123e+02
6.5942192197636880e-09
3.1017889116303049e-14
1.1974112015428258e-02
-1.2139184418048685e+00
2.2865268315500838e-02
-2.5212998533380344e+00
-7.0029707226438240e-02
7.6605926565822668e-01
4.0586445539301837e+02
1.1327592246747976e-08
5.1729636838654822e-14
1.9916669984442331e-02
-1.2243308199651954e+00
1.1998875602428538e-02
-1.4118975123120130e+00
-1.1480651507716103e-01
4.4915582738113896e-01
4.0703024568211077e+02
5.9587500361322242e-08
-2.4839062920074967e-13
1.3279728208163068e-02
-1.2182190025757054e+00
1.8492793531606325e-02
-2.3791630199253984e+00
-7.4972045232937157e-02
7.1509860704233685e-01
4.0621192658082163e+02
2.9917574758712180e-08
-2.1828304120483779e-14
2.0141957095609613e-02
-1.2294496570514519e+00
1.2715422910355391e-02
-1.2334081365099847e+00
-1.2143876894295207e-01
3.9740880442019288e-01
4.0646269844342555e+02
3.7211605413954543e-08
-1.7478421639718098e-13
2.0822421531362909e-02
-1.2384347914637210e+00
1.3893147632321344e-02
-1.0496862247709429e+00
-1.2995132856190453e-01
3.3798380231318559e-01
4.0591764962014707e+02
4.5673126640998776e-08
-1.7924276184384984e-13
1.4932708789523541e-02
1.1300305121060839e-02
-8.5870100379382992e-03
1.2122026484697776e-01
-1.8502550025534878e-01
-9.9024201280157420e-01
4.0811486641952314e+02
-5.5135109231497234e-07
1.5058217568122164e-12
1.3330794260864247e-02
-1.2114067528356296e+00
2.1913571091690055e-02
-2.6639068162765400e+00
-6.7886246618250157e-02
8.1033863512322668e-01
4.0525634838130031e+02
1.7392175795380220e-08
6.0149542735122940e-15
1.1026728882695199e-02
-1.2108310200887946e+00
2.0552544941471802e-02
-2.9362675359676067e+00
-5.0975813342011365e-02
8.8581630475101303e-01
4.0299957603383405e+02
5.8838568452062789e-09
1.0118313333751119e-13
1.2297884432425216e-02
2.3805057589071470e-02
-2.7660219012194420e-03
-1.2613800130441569e-01
-1.9806230002486044e-02
3.0771734198933536e+00
3.9585743469622378e+02
-2.8433167952084597e-07
5.3540825723257641e-13
1.6081921677964964e-02
2.6678296014631238e-02
-1.3338761732276124e-02
1.2309101585952956e-01
-1.9324323751384026e-01
-1.1890811235200374e+00
4.0860658922316668e+02
-6.3012540286608022e-07
1.9053158125593141e-12
1.6129004954966195e-02
2.1726524087155183e-02
-5.4410635476355900e-03
-1.2065901794335269e-01
-3.7189287346320307e-02
2.9394708188622389e+00
3.9575073103912683e+02
-2.7154587905858006e-07
5.4004583910905150e-13
1.6588164605832918e-02
-1.2472268378908404e+00
1.8467881228578002e-02
-8.6173157560624414e-01
-1.3210893618335529e-01
2.8256800867779280e-01
4.0473590636769109e+02
4.7465711469119993e-08
-1.5088126067173928e-13
1.5577694432606577e-02
-1.2113873773218014e+00
2.0914478273906526e-02
-2.8020812138552671e+00
-6.5748510854503991e-02
8.4895007132644618e-01
4.0335634681836046e+02
2.8295681552976362e-08
1.4796155125464142e-14
1.5628119627831515e-02
2.5810732484703194e-02
-3.3418542542563438e-03
-1.3234635555386023e-01
-2.4210862457109374e-02
3.2190738452939001e+00
3.9582399779387151e+02
-2.8561438093077399e-07
5.7991587866500824e-13
1.8977747118727049e-02
1.9056541454135427e-02
-1.6133181623269714e-02
1.6963050457696044e-01
-2.0571525157988435e-01
-1.5776228908300032e+00
4.1061840998765558e+02
-7.5713486960321566e-07
2.5317961163062445e-12
1.1319107179150615e-02
-1.2145395927632465e+00
2.2321012391726725e-02
-3.3572671918709611e+00
-4.2300713889600883e-02
9.7919148622244401e-01
4.0267502354700304e+02
3.0088076574753757e-09
-2.4691143617701325e-14
1.1100335990058599e-02
-1.2110019071980656e+00
2.1625175912851607e-02
-3.2173747441191276e+00
-4.5075856768513153e-02
9.5511971360429271e-01
4.0298882320791324e+02
1.1311189115092265e-08
-1.5915152114053587e-14
2.4546491122507577e-02
-1.2561522574816377e+00
1.0671398105928898e-02
-6.7406734432311421e-01
-1.4156644253339271e-01
2.3340244000915744e-01
4.0158414074796923e+02
2.5870711990879849e-08
-1.1673321103519848e-13
1.4805414165148649e-02
3.0052726575804187e-02
-1.6271871529795839e-02
1.3560692990339951e-01
-2.0212487340233046e-01
-1.3762863567388059e+00
4.0858939576470169e+02
-7.3436660475596525e-07
2.4551235752209984e-12
1.4845500647259778e-02
-1.2095932864817116e+00
2.0961454094248280e-02
-3.0751330793058012e+00
-5.6342946129031027e-02
9.2477105438177420e-01
4.0278411073240625e+02
2.6441292980137116e-08
-1.4793136416996808e-15
1.8151485098448394e-02
4.4500469627940390e-03
-1.8373248383643622e-02
2.1147063560367463e-01
-2.1798099595955389e-01
-1.7774054908747985e+00
4.1051141221694371e+02
-7.3711142860522130e-07
2.2287232906504176e-12
7.6502082925861623e-03
-1.2229367389380781e+00
2.5423066127011184e-02
-3.4938757915053715e+00
-3.5865340346650190e-02
9.8160705025050510e-01
4.0230111289764938e+02
2.0078395070800688e-08
-3.2677448779573000e-14
1.3407645332569345e-02
2.5730295241972765e-02
-5.3461662574704827e-04
-1.4607226568006815e-01
-1.2937801074314303e-02
3.3629679483400210e+00
3.9527331372149314e+02
-2.8858056159710553e-07
5.7327660796052571e-13
5.2613242811697927e-03
-1.2365382004281802e+00
2.6673529866868797e-02
-3.6369157442842077e+00
-2.8163736756758692e-02
9.6205386724679509e-01
4.0385565612062595e+02
1.4565222901531937e-08
3.7759294886475856e-14
-6.1200015717226364e-01
5.7175904776028286e-01
-1.8470812764548823e+00
1.7074972220818254e+00
9.5386921723786655e-01
-6.8771685779735616e+00
-3.7336956576509006e-01
1.5358796912679662e+00
-4.7824230492903839e+00
1.7173365638756202e+00
7.6197255716867895e-01
-6.8460103741461875e+00
1.6101822394968637e+00
1.2975947942209867e+00
-6.8325725840511451e+00
-4.0654401040611504e-01
1.3544880721415591e+00
-7.0713215138391146e+00
2.2366726805182999e+00
3.2473081608469268e-01
-6.2088731146147254e+00
1.4037963771023310e+00
1.2396759465448868e+00
-6.8222216305332797e+00
1.3085921709869803e+00
2.0492306890920065e-02
-2.9800270457881690e+00
1.5804620556806404e+00
1.2377938510933983e+00
-5.0293774652471823e+00
1.8006788225841783e+00
8.6328120710480571e-02
-7.1387292718725774e+00
1.7103926208854683e+00
-3.1708356902277378e-02
-5.5222165530812557e+00
7.8099317073745067e-01
-2.0944009402715752e-01
-2.3863470345686277e+00
7.7578773447417937e-01
-2.7809997504014300e-01
-2.4029138382303201e+00
1.6339134139791462e+00
5.4737206508169163e-02
-3.2423936212860331e+00
1.7511614075196813e+00
5.4604031189744114e-02
-4.6333545797545135e+00
1.6499893288004805e+00
3.1416719732289644e-01
-3.5197273252030330e+00
1.6306247038375785e+00
1.7860998799996908e-01
-3.2988494731745788e+00
1.6980030011147647e+00
-2.4314023823950506e-01
-5.7623163783089293e+00
1.6096030441950562e+00
7.1842950004842865e-01
-8.3582712692305119e+00
1.2481567747554307e+00
3.1288865510647851e-01
-3.0084416126393312e+00
1.7350164079196631e+00
2.7103020949262424e-01
-4.6173899349496583e+00
1.6902656626970449e+00
2.1625754031344532e-01
-3.9705832417332982e+00
1.6264925495458165e+00
1.4790336068039717e-01
-3.1653051420031937e+00
1.6090517615197859e+00
1.6551268057890911e-01
-2.9318072058891569e+00
1.6397936340549899e+00
1.3869361369157768e-01
-3.3360206732194908e+00
1.5951035077717810e+00
1.1391804591550857e-01
-2.9661343315721007e+00
1.6457278600035945e+00
1.5384513304883218e-01
-3.3743292502142403e+00
1.6082653915749048e+00
1.9712457799652774e-01
-3.2932619713988682e+00
1.7148372258578137e+00
2.8307852921960475e-01
-4.6629386466308711e+00
1.6348420189303978e+00
7.5340160264820127e-02
-3.2400399896708052e+00
1.7020656489709161e+00
2.7911615796533673e-01
-4.6385879199010152e+00
3.4196411093542495e-01
-5.4917595745396675e-01
-2.7438068630713985e+00
6.1277245638745426e-01
8.7892577921133386e-01
-1.5463458185592698e+01
1.5837494639675387e+00
3.5634315905485858e-01
-2.6829775483286764e+00
1.6020693106124768e+00
1.5424895692358032e-01
-2.8726629142630880e+00
1.6112549375262397e+00
9.4130207639837732e-02
-2.8838759301444794e+00
1.6119596123693121e+00
9.3242355216790196e-02
-2.8844449111610335e+00
1.5875148214514392e+00
3.5689816977008193e-01
-2.6870212839925998e+00
1.5999751390460213e+00
7.2646734868335894e-02
-2.8768170609508856e+00
1.6237524001698418e+00
2.0312534787890177e-01
-3.3137999465885026e+00
1.6425164304773152e+00
1.3905092441683858e-01
-3.3400005936019821e+00
1.6051895191980901e+00
7.1686207932465829e-02
-3.0065445815403247e+00
1.7011657847397510e+00
1.9496557497379027e-01
-4.1552690532311871e+00
1.6520965463101400e+00
2.1655260496853745e-01
-3.2723096900315940e+00
1.6324384063494970e+00
2.2053720023236315e-01
-3.0781746656663338e+00
3.6290677553104977e-01
9.3006570881204376e-01
-1.3963680300940265e+01
-1.3920459815216384e+00
1.2602789579711748e-01
1.1971430716436207e+00
1.6051403241287678e+00
1.7000416024203699e-01
-3.0132256261385661e+00
1.6465081432567674e+00
6.9160043829135778e-02
-3.4588466587928091e+00
1.6802150623672276e+00
1.3439869891533079e-01
